FID,FACILITY,SADDR,SCITY,SSTATE,SZIP,FCOUNTY,FPHONE,STYPE,LICNO,LICENSEE,CAPACITY,EXPIRES
"020899","Lincoln St. Group Home","206 Lincoln Street","Badin","NC","28009","Stanly","(704)422-3486","MHL","MHL-084-047","Elite Care Services, Inc.",2,12/31/2018
"140061","Locust Home","705 North Central Avenue","Locust","NC","28097","Stanly","(980)354-8090","MHL","MHL-084-088","GHA Autism Supports",4,12/31/2018
"110238","Loretta's Place","109 Penny Street","Albemarle","NC","28001","Stanly","(704)985-1178","MHL","MHL-084-085","Premier Service of Carolina, Inc.",12,12/31/2018
"110410","Lowder Home","34230 Herlocker Road","New London","NC","28127","Stanly","(704)463-7958","MHL","MHL-084-083","GHA Autism Supports",3,12/31/2018
"040548","Lowder Reunion Group Home","33973 Lowder Reunion Road","Albemarle","NC","28001","Stanly","(704)983-3402","MHL","MHL-084-056","Elite Care Services, Inc.",3,12/31/2018
"922182","Marie G. Smith Group Home","1921 Palmetto Drive","Albemarle","NC","28001","Stanly","(704)982-8065","MHL","MHL-084-008","GHA Autism Supports",6,12/31/2018
"090227","Martin Apartment","1519 East Main Street","Albemarle","NC","28001","Stanly","(704)982-0310","MHL","MHL-084-073","GHA Autism Supports",4,12/31/2018
"120425","Morrell Home","1705 Trotters Ridge Road","Stanfield","NC","28163","Stanly","(704)485-2292","MHL","MHL-084-070","GHA Autism Supports",4,12/31/2018
"922249","Moss I Group Home","1617 Moss Springs Road","Albemarle","NC","28001","Stanly","(704)983-3911","MHL","MHL-084-011","Monarch",5,12/31/2018
"060969","Moss II Group Home","1615 Moss Springs Road","Albemarle","NC","28001","Stanly","(704)982-5882","MHL","MHL-084-065","Monarch",6,12/31/2018
"090749","Moss Lane I","42424 Moss Lane","New London","NC","28127","Stanly","(704)422-4033","MHL","MHL-084-075","Elite Care Services, Inc.",3,12/31/2018
"150169","Moss Lane II","42414 Moss Lane","New London","NC","28127","Stanly","(704)982-4068","MHL","MHL-084-089","Elite Care, Inc.",3,12/31/2018
"130185","Mountain Place","619 Mountain Place","Albemarle","NC","28001","Stanly","(704)982-0112","MHL","MHL-084-084","Elite Care Services, Inc.",3,12/31/2018
"080117","New London Group Home","40163 Highway 740","New London","NC","28127","Stanly","(704)422-1080","MHL","MHL-084-067","Elite Care Services, Inc.",3,12/31/2018
"030607","Piedmont House","233 Montgomery Ave Suite 2-A","Albemarle","NC","28002","Stanly","(704)983-4157","MHL","MHL-084-077","RHA Health Services, Inc.",0,12/31/2018
"922483","Robert W. Thompson Group Home","1920 Woodhaven Drive","Albemarle","NC","28001","Stanly","(704)982-9480","MHL","MHL-084-015","GHA Autism Supports",6,12/31/2018
"921425","Second Street Home","242 North Second Street","Albemarle","NC","28001","Stanly","(704)983-2016","MHL","MHL-084-069","Monarch",6,12/31/2018
"922643","Stanly Industrial Services","730 Greenwood Street","Albemarle","NC","28002","Stanly","(704)983-2174","MHL","MHL-084-002","Monarch",0,12/31/2018
"922643","Stanly Industrial Services","730 Greenwood Street","Albemarle","NC","28002","Stanly","(704)983-2174","MHL","MHL-084-002","Monarch",0,12/31/2018
"922643","Stanly Industrial Services","730 Greenwood Street","Albemarle","NC","28002","Stanly","(704)983-2174","MHL","MHL-084-002","Monarch",0,12/31/2018
"060762","Starr Apartments A B C D","501 Heathwood Drive #2","Albemarle","NC","28001","Stanly","(704)986-6524","MHL","MHL-084-064","GHA Autism Supports",4,12/31/2018
"110412","Taylor Home","804 West Main Street","Albemarle","NC","28001","Stanly","(704)550-5920","MHL","MHL-084-082","GHA Autism Supports",4,12/31/2018
"001523","Troy Road Group Home","2228 East Main Street","Albemarle","NC","28001","Stanly","(704)985-1870","MHL","MHL-084-039","Monarch",6,12/31/2018
"921285","Valleyview Group Home","506 Valleyview Drive","Albemarle","NC","28001","Stanly","(704)983-5722","MHL","MHL-084-042","Monarch",6,12/31/2018
"922846","Waverly House","2215 Waverly Street","Albemarle","NC","28001","Stanly","(704)985-1000","MHL","MHL-084-078","Easter Seals UCP North Carolina & Virginia, Inc.",6,12/31/2018
"120108","Alpha Club 5","741 Spainhour Road","King","NC","27021","Stokes","(336)985-6514","MHL","MHL-085-036","PQA Healthcare, Inc.",0,12/31/2018
"922387","Pilotview","209 Pilot View Drive","King","NC","27021","Stokes","(336)983-0493","MHL","MHL-085-005","Monarch",5,12/31/2018
"981129","Pinnacle Homes #1","1169 Perch Road","Pinnacle","NC","27043","Stokes","(336)368-2778","MHL","MHL-085-026","Pinnacle Homes, DDA, LLC",8,12/31/2018
"011055","Pinnacle Homes II","1173 Perch Road","Pinnacle","NC","27043","Stokes","(336)368-2636","MHL","MHL-085-028","Pinnacle Homes, DDA, LLC",8,12/31/2018
"920749","Springwell Network Inc.-McGee Court Group Home","100 McGee Court","King","NC","27021","Stokes","(336)983-9184","MHL","MHL-085-040","Springwell Network, Inc.",5,12/31/2018
"955444","Stokes Opportunity Center","1080 Neal Road","Walnut Cove","NC","27052","Stokes","(336)591-5446","MHL","MHL-085-008","Monarch",0,12/31/2018
"955444","Stokes Opportunity Center","1080 Neal Road","Walnut Cove","NC","27052","Stokes","(336)591-5446","MHL","MHL-085-008","Monarch",0,12/31/2018
"955444","Stokes Opportunity Center","1080 Neal Road","Walnut Cove","NC","27052","Stokes","(336)591-5446","MHL","MHL-085-008","Monarch",0,12/31/2018
"100815","Youth Haven Stokes Day Treatment","817 Meadowbrook Drive","King","NC","27021","Stokes","(336)983-0515","MHL","MHL-085-038","Youth Haven Services, LLC",0,12/31/2018
"140501","Youth Haven Stokes Elementary Day Treatment","152 E. School Street, Classroom 1 & 2","King","NC","27021","Stokes","(336)983-0938","MHL","MHL-085-039","Youth Haven Services, LLC",0,12/31/2018
"080864","Alpha Club 2","705 South Main Street","Dobson","NC","27017","Surry","(336)356-2600","MHL","MHL-086-052","PQA Healthcare, Inc.",0,12/31/2018
"130120","Alpha Club 3","452 Franklin Street","Mount Airy","NC","27030","Surry","(336)786-1751","MHL","MHL-086-053","PQA Healthcare, Inc.",0,12/31/2018
"150170","Alpha Club 8","122 West Main Street","Elkin","NC","28621","Surry","(336)356-2600","MHL","MHL-086-056","PQA Healthcare, Inc.",0,12/31/2018
"110236","Daymark Recovery Services - Mount Airy","847 Westlake Drive","Mt. Airy","NC","27030","Surry","(336)783-6919","MHL","MHL-086-055","Daymark Recovery Services, Inc.",0,12/31/2018
"940353","Elkin Group Home","534 Elk spur Street","Elkin","NC","28621","Surry","(336)835-1101","MHL","MHL-086-038","Carolina Residential Services, Inc.",5,12/31/2018
"920431","Gilmer Street Group Home","145 North Gilmer Street","Mount Airy","NC","27030","Surry","(336)786-4196","MHL","MHL-086-039","Carolina Residential Services, Inc.",6,12/31/2018
"952003","Hope Valley-Men's Division","105 County Home Road","Dobson","NC","27017","Surry","(336)386-8511","MHL","MHL-086-006","Hope Valley, Inc.",34,12/31/2018
"952003","Hope Valley-Men's Division","105 County Home Road","Dobson","NC","27017","Surry","(336)386-8511","MHL","MHL-086-006","Hope Valley, Inc.",34,12/31/2018
"922002","Hope Valley-Women's Division","152 Hope Valley Road","Pilot Mountain","NC","27014","Surry","(336)368-2427","MHL","MHL-086-007","Hope Valley, Inc.",8,12/31/2018
"922495","Lifespan","623 Rockford Road","Dobson","NC","27017","Surry","(336)374-4466","MHL","MHL-086-010","Lifespan Incorporated",0,12/31/2018
"922495","Lifespan","623 Rockford Road","Dobson","NC","27017","Surry","(336)374-4466","MHL","MHL-086-010","Lifespan Incorporated",0,12/31/2018
"944787","Park Drive Group Home","1305 Park Drive","Mt. Airy","NC","27030","Surry","(336)789-6697","MHL","MHL-086-020","Surry-Yadkin Residential Services, Inc.",6,12/31/2018
"990633","Peace Lily #1","103 Peace Lily Lane","Dobson","NC","27017","Surry","(336)386-8289","MHL","MHL-086-034","Peace Lily Development, Inc.",9,12/31/2018
"990616","Peace Lily #2","101 Peace Lily Lane","Dobson","NC","27017","Surry","(336)386-8458","MHL","MHL-086-032","Peace Lily Development, Inc.",9,12/31/2018
"170345","Pinnacle Therapeutic Services","983 US Highway 21, Suite 200","State Road","NC","28676","Surry","(336)874-2475","MHL","MHL-086-057","Pinnacle Therapeutic Services, LLC",0,12/31/2018
"061155","SYRS Day Services","162 B. West Pine Street","Mount Airy","NC","27030","Surry","(336)786-5153","MHL","MHL-086-044","Surry-Yadkin Residential Services, Inc.",0,12/31/2018
"061155","SYRS Day Services","162 B. West Pine Street","Mount Airy","NC","27030","Surry","(336)786-5153","MHL","MHL-086-044","Surry-Yadkin Residential Services, Inc.",0,12/31/2018
"920832","Spring Street Group Home","910 Spring Street","Mount Airy","NC","27030","Surry","(336)786-8032","MHL","MHL-086-037","Carolina Residential Services, Inc.",5,12/31/2018
"944619","Sydnor Street Group Home","134 Sydnor Street","Mt. Airy","NC","27030","Surry","(336)789-3451","MHL","MHL-086-019","Surry-Yadkin Residential Services, Inc.",6,12/31/2018
"981097","Bryson City Home","30 Arlington Extension","Bryson City","NC","28713","Swain","(828)488-0292","MHL","MHL-087-005","Liberty Corner  Enterprises, Inc.",3,12/31/2018
"120398","Foundations: Swain Middle","135 Arlington Avenue","Bryson City","NC","28713","Swain","(828)488-3480","MHL","MHL-087-014","NCG Acquisition, LLC",0,12/31/2018
"051112","Foundations: Swain West Elementary","4142 Highway 19 West","Bryson City","NC","28713","Swain","(828)488-2119","MHL","MHL-087-013","NCG Acquisition, LLC",0,12/31/2018
"051111","Swain Foundations","1415 Fontana Road","Bryson City","NC","28713","Swain","(828)488-1201","MHL","MHL-087-015","NCG Acquisition, LLC",0,12/31/2018
"080670","Fisher Road Group Home","120 Fisher Road","Brevard","NC","28712","Transylvania","(828)884-8853","MHL","MHL-088-021","Transylvania Vocational Services, Inc.",3,12/31/2018
"921875","Forest Bend Group Home","47 S Oak Street","Brevard","NC","28712","Transylvania","(828)877-4062","MHL","MHL-088-017","RHA Health Services NC, LLC",6,12/31/2018
"100459","Meridian Behavioral Health Services-Brevard Elementary","399 Greenville Highway, Classrooms 172 & 173","Brevard","NC","28712","Transylvania","(828)844-3152","MHL","MHL-088-034","Meridian Behavioral Health Services, Inc.",0,12/31/2018
"110080","Meridian Behavioral Health Services-Brevard Middle","400 Fisher Road","Brevard","NC","28712","Transylvania","(828)844-3152","MHL","MHL-088-033","Meridian Behavioral Health Services, Inc.",0,12/31/2018
"160327","Springs Cabin","1000 Old NC 280","Pisgah Forest","NC","28768","Transylvania","(828)277-3315","MHL","MHL-088-035","Ray of Light Homes, LLC",1,12/31/2018
"150369","Tanjer House","260 Oak Park Drive","Brevard","NC","28712","Transylvania","(828)884-1575","MHL","MHL-088-026","Transylvania Vocational Services, Inc.",4,12/31/2018
"090131","Tapestry Eating Disorder Program","11 North Country Club Road","Brevard","NC","28712","Transylvania","(828)884-2475","MHL","MHL-088-023","Appalachian Outpatient Services, LLC",6,12/31/2018
"090131","Tapestry Eating Disorder Program","11 North Country Club Road","Brevard","NC","28712","Transylvania","(828)884-2475","MHL","MHL-088-023","Appalachian Outpatient Services, LLC",6,12/31/2018
"080552","Trails Carolina","500 Winding Gap Road","Lake Toxaway","NC","28747","Transylvania","(828)885-5920","MHL","MHL-088-020","Trails Carolina, LLC",82,12/31/2018
"921247","Transylvania Association for Disabled Citizens, Inc.","830 Probart Street","Brevard","NC","28712","Transylvania","(828)883-2980","MHL","MHL-088-009","Transylvania Association for Disabled Citizens",8,12/31/2018
"060700","Transylvania Vocational Services","11 Mountain Industrial Drive","Brevard","NC","28712","Transylvania","(828)884-3195","MHL","MHL-088-016","Transylvania Vocational Services, Inc.",0,12/31/2018
"920483","Tyrrell County Group Home","601 North Light Street","Columbia","NC","27925","Tyrrell","(252)796-0208","MHL","MHL-089-003","Roanoke Developmental Center, Inc.",6,12/31/2018
"960016","Agape I","504 Colony Road","Monroe","NC","28112","Union","(704)238-9982","MHL","MHL-090-049","Agape Services, Inc.",4,12/31/2018
"980325","Agape II","1008 Griffith Road","Monroe","NC","28112","Union","(704)238-9293","MHL","MHL-090-073","Agape Services, Inc.",3,12/31/2018
"040729","Agape-Windsor","907 Windsor Street","Monroe","NC","28112","Union","(704)238-9633","MHL","MHL-090-150","Agape Services, Inc.",6,12/31/2018
"170284","Alexander Youth Network-Porter Ridge","2843 Ridge Road, Classrooms E-102 & E-104","Indian Trail","NC","28079","Union","(704)289-1965","MHL","MHL-090-177","Alexander Youth Network",0,12/31/2018
"971334","Alexander Youth Network-South Providence Day Treatment","500 South Providence Street, Downstairs Suite","Waxhaw","NC","28173","Union","(704)290-1580","MHL","MHL-090-178","Alexander Youth Network",0,12/31/2018
"170161","Anderson Health Services-Ashford","1915-B Hasty Road","Marshville","NC","28103","Union","(704)624-4620","MHL","MHL-090-192","Anderson Behavioral Health, Inc.",12,12/31/2018
"140458","Anderson Health Services-Walfus","1915-A Hasty Road","Marshville","NC","28103","Union","(704)624-4620","MHL","MHL-090-193","Anderson Behavioral Health, Inc.",12,12/31/2018
"170003","Bruce Norman Home","3610 Savannah Way","Monroe","NC","28110","Union","(704)225-1199","MHL","MHL-090-191","Developmental Disabilities Resources, Inc.",3,12/31/2018
"921845","CHS Behavioral Health-First Step","1623 E. Sunset Drive","Monroe","NC","28112","Union","(980)993-7700","MHL","MHL-090-175","The Charlotte-Mecklenburg Hospital Authority",0,12/31/2018
"920157","Camden Road Home","2021 Camden Road","Wingate","NC","28174","Union","(704)624-6500","MHL","MHL-090-128","Union County Residential Services, Inc.",8,12/31/2018
"090558","Campus Park Drive","1653 Campus Park Drive, Unit D","Monroe","NC","28112","Union","(704)296-4649","MHL","MHL-090-011","Monarch",0,12/31/2018
"922783","Daymark Recovery Services-Union Center","1190 West Rosevelt Blvd","Monroe","NC","28110","Union","(704)296-6200","MHL","MHL-090-004","Daymark Recovery Services, Inc.",0,12/31/2018
"922783","Daymark Recovery Services-Union Center","1190 West Rosevelt Blvd","Monroe","NC","28110","Union","(704)296-6200","MHL","MHL-090-004","Daymark Recovery Services, Inc.",0,12/31/2018
"922783","Daymark Recovery Services-Union Center","1190 West Rosevelt Blvd","Monroe","NC","28110","Union","(704)296-6200","MHL","MHL-090-004","Daymark Recovery Services, Inc.",0,12/31/2018
"921273","Easter Seals UCP NC-Union County Group Home","2010 Timber Ridge Road","Monroe","NC","28112","Union","(704)283-7799","MHL","MHL-090-123","Easter Seals UCP North Carolina & Virginia, Inc.",6,12/31/2018
"160354","Evelyn McLendon Home","1501 McIntyre Road","Wingate","NC","28174","Union","(704)233-5204","MHL","MHL-090-194","Developmental Disabilities Resources, Inc.",1,12/31/2018
"160569","InReach/Union Day Supports","100 Winchester Avenue","Monroe","NC","28110","Union","(704)536-661","MHL","MHL-090-187","InReach",0,12/31/2018
"922077","Karen Lane Home","3224 Karen Lane","Monroe","NC","28112","Union","(704)283-2336","MHL","MHL-090-026","Monarch",6,12/31/2018
"160466","Kincaid Home","313 Alda Drive","Monroe","NC","28110","Union","(704)238-8195","MHL","MHL-090-188","Agape Services, Inc.",3,12/31/2018
"922094","Lake Monroe Home","1708 Lake Monroe Drive","Monroe","NC","28112","Union","(704)289-6655","MHL","MHL-090-025","Monarch",6,12/31/2018
"170513","Lifespan-Union County","1918 East Roosevelt Boulevard","Monroe","NC","28112-4130","Union","(704)291-2332","MHL","MHL-090-085","Lifespan Incorporated",0,12/31/2018
"050395","McLeod Addictive Disease Center, Inc.","2208 West Roosevelt Blvd.","Monroe","NC","28110","Union","(704)332-9001","MHL","MHL-090-155","McLeod Addictive Disease Center, Inc.",0,12/31/2018
"922212","Meadowview Home","2723 Bobwhite Circle","Wingate","NC","28174","Union","(704)233-9368","MHL","MHL-090-010","Monarch",6,12/31/2018
"160274","Milestone Recovery LLC","214 East Jefferson Street","Monroe","NC","28112","Union","(704)289-4801","MHL","MHL-090-186","Milestone Recovery LLC",0,12/31/2018
"960556","Monroe Crisis Recovery Center","1408 East Franklin Street","Monroe","NC","28112","Union","(704)635-2080","MHL","MHL-090-169","Daymark Recovery Services, Inc.",16,12/31/2018
"011160","Next Generation Educational & SAIOP Treatment Center","410 John Street","Monroe","NC","28110","Union","(704)238-8195","MHL","MHL-090-126","Agape Services, Inc.",0,12/31/2018
"011160","Next Generation Educational & SAIOP Treatment Center","410 John Street","Monroe","NC","28110","Union","(704)238-8195","MHL","MHL-090-126","Agape Services, Inc.",0,12/31/2018
"952311","North Ridge Group Home","124 Ridge Run Street","Marshville","NC","28103","Union","(704)624-3801","MHL","MHL-090-171","Easter Seals UCP North Carolina & Virginia, Inc.",6,12/31/2018
"160272","Rabon Home","3042 Streamlet Way","Monroe","NC","28110","Union","(704)684-5579","MHL","MHL-090-174","Developmental Disabilities Resources, Inc.",3,12/31/2018
"922471","Ridgefield Home","730 Fisher Ridge Road","Monroe","NC","28110","Union","(704)896-1500","MHL","MHL-090-027","Monarch",6,12/31/2018
"170026","Sharon Allen Home","1319 Sam Cox Lane","Wingate","NC","28174","Union","(704)324-4105","MHL","MHL-090-189","Developmental Disabilities Resources, Inc.",2,12/31/2018
