FACILITY,FADDR1,FCITY,FSTATE,FZIP,FPHONE,FCOUNTY,STYPE,SADDR,SCITY,SSTATE,SZIP,LICENSEE,LICNO,PENDING,FID,CLOSED,TERMINATED,HCACAT,HOSCAT,NPCAT,NSGSVCS,CLINICAL,IVSV,AIDESV,SWSV,PTSV,OTSV,SPSV,SPLYSV,NSGPOOL,POOLAIDE,HHASV,HHANO,HOSNO,HPBEDS,HRBEDS,EXPIRES,JCAHO,RJCAHO,ACHC,CARF,NARRAL,ACCHC,NHCC,PPH,CHAP,OTHERA
"BAYADA Home Health Care, Inc.","1810 N. Bridge Street","Elkin","NC","28621-","(336)526-1952","Surry","HC","1810 N. Bridge Street; Suite 102-A","Elkin","NC","28621-","BAYADA Home Health Care, Inc.","HC3858",F,"090596",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Care South, Inc.","P.O Box 269","Elkin","NC","28621-","(336)258-2306","Surry","HC","229 W. Main Street","Elkin","NC","28621-","Care South, Inc.","HC2086",F,"010991",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,T,F,F,F,F,F,F
"Home Instead Senior Care","711 West Independence Blvd.","Mount Airy","NC","27030-","(336)789-4472","Surry","HC","711 West Independence Blvd.","Mount Airy","NC","27030-","Vanna Care, Inc.","HC4353",F,"110296",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Liberty  Home Care","2334 South 41st Street","Wilmington","NC","28403-","(336)719-7434","Surry","HC","814 Worth Street","Mount Airy","NC","27030-4561","Liberty Home Care V, LLC","HC0420",F,"924011",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347172","",0,0,12/31/2018,F,F,T,F,F,T,F,F,F,F
"Lincare, Inc.","19387 US 19 North","Clearwater","FL","33764-","(336)786-2596","Surry","HC","1124 N. South Street","Mt. Airy","NC","27030-","Lincare, Inc.","HC1555",F,"970917",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Live Long Well Care of The Triad","1000 RidgeCrest Lane","Mount Airy","NC","27030-","(336)755-2970","Surry","HC","1000 RidgeCrest Lane","Mount Airy","NC","27030-","RidgeCrest Retirement, LLC","HC2073",F,"010923",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"PruittHealth Home Health","502 South Key Street","Pilot  Mountain","NC","27041-","(336)368-0220","Surry","HC","502 South Key Street; Suite 102","Pilot  Mountain","NC","27041-","PruittHealth Home Health, Inc.","HC0296",F,"954146",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347015","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Senior Quality Care","633 South Key Street","Pilot Mountain","NC","27041-","(336)368-4430","Surry","HC","633 South Key Street; PO Box 1514","Pilot Mountain","NC","27041-","Senior Quality Care, Inc.","HC1422",F,"960528",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"PRN Nursing Services","P.O. Box 570","Dillsboro","NC","28725-","(828)631-4838","Swain","HC","1403 Main Street","Bryson City","NC","28713-","PRN Nursing Services","HC2430",F,"030980",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Swain County Health Department","545 Center Street","Bryson City","NC","28713-","(878)488-3198","Swain","HC","545 Center Street","Bryson City","NC","28713-","Swain County Health Department","HC1487",F,"970287",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Blue Ridge Home Care","89 Medical Park Drive, Suite B","Brevard","NC","28712-","(828)884-8584","Transylvania","HC","89 Medical Park Drive, Suite B","Brevard","NC","28712-","Blue Ridge Home Care","HC3034",F,"050435",F,F,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,T,F
"CarePartners Home Care & Hospice","68 Sweeten Creek Road","Asheville","NC","28803-","(828)883-5254","Transylvania","HC","1266 Asheville Hwy., Suite 5","Brevard","NC","28712-","Community Care Partners, Inc.","HC0067",F,"923826",F,F,T,T,F,T,F,T,T,T,T,T,T,F,T,T,T,"347037","341548",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,T
"College Walk Retirement Community","100 North College Row","Brevard","NC","28712-","(828)884-5800","Transylvania","HC","100 North College Row","Brevard","NC","28712-","College Walk Senior Living, LLC","HC1467",F,"960982",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Loftis Home Medical, LLC","3325 Bartlett Blvd","Bartlett","FL","32811-","(828)884-7690","Transylvania","HC","181 Rosman Hwy","Brevard","NC","28712-","Loftis Home Medical, LLC","HC4342",F,"110246",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Tore's Home Services, Inc.","PO Box 362","Brevard","NC","28712-","(828)884-5007","Transylvania","HC","1914 South Country Club Road","Brevard","NC","28712-","Tore's Home Inc.","HC2099",F,"011184",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Roanoke Home Care & Hospice","198 NC Hwy. 45 North","Plymouth","NC","27962-","(800)842-8275","Tyrrell","HC","408 Bridge Street","Columbia","NC","27925-","Martin-Tyrrell-Washington Dist. Health Dept.","HC0524",F,"954103",F,F,T,F,F,T,T,T,T,F,T,T,F,F,F,F,T,"347008","",0,0,12/31/2018,F,F,T,F,F,T,F,F,F,F
"Adult and Pediatric Specialists","P. O. Box 9004","Clearwater","FL","33758-9004","(704)225-9996","Union","HC","1969 Old Charlotte Hwy., Suites G, H,J,K","Monroe","NC","28110-","Lincare, Inc.","HC1864",F,"000284",F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Annasus Companion Care, LLC","P. O. Box 929","Wingate","NC","28174-","(704)233-7433","Union","HC","3901 Hwy 74 East; Suite B","Wingate","NC","28174-","Annasus Companion Care, LLC","HC4969",F,"180010",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"BAYADA Home Health Care, Inc.","2300 W. Roosevelt Blvd.","Monroe","NC","28110-","(704)289-6000","Union","HC","2300 W. Roosevelt Blvd. Suite C &D","Monroe","NC","28110-","BAYADA Home Health Care, Inc.","HC2426",F,"030993",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,T,F,F,F,F,T,F
"Carolina Care Solutions, LLC","2633 Beulah Church Road","Weddington","NC","28104-","(704)770-1862","Union","HC","1000-E Van Buren Avenue","Indian Trail","NC","28079-","Carolina Care Solutions, LLC","HC3835",F,"090484",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Carolina Home Health Care, Inc.","PMB-260, 9935 Rea Road","Charlotte","NC","28277-","(704)548-8949","Union","HC","1728 Funny Cide Drive","Waxhaw","NC","28173-","Carolina Home Health Care, Inc.","HC2522",F,"040282",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Council on Aging In-Home Services","P. O. Box 185","Monroe","NC","28111-","(704)292-1797","Union","HC","1401 Skyway Drive","Monroe","NC","28110-","Council on Aging in Union County","HC0759",F,"923709",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"D & C Home Care Services","1118 Crooked River Drive","Waxhaw","NC","28173-","(704)954-4436","Union","HC","115 Unionville Indian Trail Rd Suite E-2","Indian Trail","NC","28079-","Divine Health Academy, LLC","HC2394",F,"030733",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,T
"Home Instead Senior Care of Union / Stanley Counties","310 West Franklin Street","Monroe","NC","28112-","(704)296-5070","Union","HC","310 West Franklin Street","Monroe","NC","28112-","ShoreLine Partners LLC","HC3152",F,"051019",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Kindred at Home","12900 Foster Street, Suite 400","Overland Park","KS","66213-2696","(704)283-0535","Union","HC","1995 Wellness Boulevard, Suite 220","Monroe","NC","28110-7752","Total Care Home Health of North Carolina, LLC","HC2057",F,"010743",F,F,T,F,F,T,F,F,T,T,T,T,T,F,F,F,F,"34Q7091003","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Monroe Home Medical","3600 Vineland Road, Suite 114","Orlando","FL","32811-","(704)289-9479","Union","HC","1150 Curtis Street","Monroe","NC","28112-","Home Medical Systems, Inc.","HC1730",F,"990079",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Neighborhood Nurses","1821 North Rocky River Road","Monroe","NC","28110-","(704)292-1234","Union","HC","1821 North Rocky River Road","Monroe","NC","28110-","Neighborhood Nurses Health Care Services, Inc.","HC2239",F,"021173",F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Open Hearts Home Care","518 North Camden Road","Wingate","NC","28174-","(704)291-0510","Union","HC","703 East Franklin Street","Monroe","NC","28112-","Isha Lashay Taylor","HC4732",F,"150088",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Owens Therapeutic Services, LLC","2258 West Roosevelt Blvd., Suite D","Monroe","NC","28110-","(704)441-2982","Union","HC","2258 West Roosevelt Blvd., Suite D","Monroe","NC","28110-","Owens Therapeutic Service, LLC","HC4842",F,"160320",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Quality Health Care Services, Inc.","11535 Carmel Commons Blvd.,","Charlotte","NC","28226-","(704)225-7745","Union","HC","1501 N.  Charlotte Ave.","Monroe","NC","28110-","Amy Hart Wilson, Quality Health Care Services, Inc.","HC2289",F,"030099",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,T
"Tema Home Care Services, LLC","3540 Nevin Brook Road","Charlotte","NC","28269-","(704)287-8534","Union","HC","607 East Windsor street","Monroe","NC","28112-","Tema Home Care Services, LLC","HC4449",F,"110789",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Theophilos III (IDO) Ministries","206 N. Hayne Street, Suite A","Monroe","NC","28112-","(704)635-8860","Union","HC","206 N. Hayne Street, Suite A","Monroe","NC","28112-","Theophilos III (IDO) Ministries","HC4631",F,"130470",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Union Regional Home Care","P.O. Box 32861","Charlotte","NC","28232-2861","(980)993-7250","Union","HC","101 East Franklin Street","Monroe","NC","28112-","The Charlotte-Mecklenburg Hospital Authority","HC1238",F,"955428",F,F,T,F,F,T,T,T,T,T,T,T,T,F,F,F,T,"347210","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Vine and Branch Home Care","4258 Hwy 49 South # 901","Harrisburg","NC","28075-","(704)246-8725","Union","HC","2520 Sardis Road North","Charlotte","NC","28227-","Vine and Branch Home Care","HC4563",F,"120418",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"3HC","2402 Wayne Memorial  Drive","Goldsboro","NC","27534-","(252)654-9491","Vance","HC","855 S. Beckford Drive; Suite A","Henderson","NC","27536-","Home Health and Hospice Care, Inc.","HC0501",F,"953776",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347062","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Advantage Care In Home Services, Inc","P.O. Box 1258","Henderson","NC","27536-","(252)433-6100","Vance","HC","103 Wortham Court","Henderson","NC","27537-","Advantage Care In Home Services, Inc.","HC2292",F,"030115",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Comfort of Home Care Agency","246 Dabney Drive","Henderson","NC","27536-","(252)432-4195","Vance","HC","246 Dabney Drive","Henderson","NC","27536-","Ray Charles Harris","HC3847",F,"090518",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Community Home Care and Hospice","P.O. Box 4060","Mooresville","NC","28117-","(252)430-7760","Vance","HC","152 Zeb Robinson Road","Henderson","NC","27536-","Community Home Care of Vance County, LLC","HC3466",F,"060905",F,F,T,F,T,T,F,T,T,T,T,T,T,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Good News Home Care, Inc.","P.O. Box 58218","Raleigh","NC","27658-","(919)349-7743","Vance","HC","2157 Raleigh Road","Henderson","NC","27536-","Good News Health Care, Inc.","HC2386",F,"030655",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Innovative Health Services","P.O. Box 1796","Oxford","NC","27565-","(919)633-8551","Vance","HC","1758 Parham Street","Henderson","NC","27536-","Innovative Health Services","HC4652",F,"140096",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Lincare Inc.","Attn: Licensing Dept.","Clearwater","FL","33758-9004","(252)433-8801","Vance","HC","946-W West Andrews Avenue","Henderson","NC","27536-","Lincare Inc.","HC2352",F,"030431",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Maria Parham Regional Home Health","P. O. Box 51266","Lafayette","LA","70505-1266","(252)431-3708","Vance","HC","566 Ruin Creek Road","Henderson","NC","27536-","North Carolina In-Home Partner-VI, LLC","HC0823",F,"923989",F,F,T,F,F,T,F,F,T,T,T,T,T,F,T,T,T,"347222","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Sun Medical Supply","3600 Vineland Road, Suite 114","Orlando","FL","32811-","(252)438-4360","Vance","HC","946 P West Andrews Avenue","Henderson","NC","27536-","Sun Medical Supply, Inc.","HC1733",F,"990082",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"United Home Care, Inc.","P.O. Box 446","Ahoskie","NC","27910-","(252)438-1030","Vance","HC","946 A-3 West  Andrews Avenue","Henderson","NC","27536-","United Home Care, Inc.","HC2898",F,"041550",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Vance County Office of Aging/Senior Center","126 S. Garnett St.","Henderson","NC","27536-","(252)430-0257","Vance","HC","126 S. Garnett St.","Henderson","NC","27536-","Vance County Department of Social Services","HC1571",F,"971121",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"A Plus Home Care Agency, LLC","3948 Browning Place","Raleigh","NC","27609-","(919)880-9110","Wake","HC","3948 Browning Place; Suite 101","Raleigh","NC","27609-","A Plus Home Care Agency, LLC","HC3973",F,"091032",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"A Plus Home Care Inc","8378 Six Forks Road","Raleigh","NC","27615-","(919)848-8688","Wake","HC","8378 Six Forks Road, Suite 201","Raleigh","NC","27615-","A Plus Home Care, Inc.","HC3768",F,"090113",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"A1-Omega Healthcare Services, Inc.","P O Box 61306","Raleigh","NC","27661-","(919)858-6618","Wake","HC","5870 Faringdon Place; Suite 2","Raleigh","NC","27609-","A1-Omega Healthcare Services, Inc.","HC4015",F,"100087",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Absolute Care Staffing Health Agency, Inc.","111 Windel Drive, Suite 221","Raleigh","NC","27609-","(919)784-9218","Wake","HC","111 Windel Drive, Suite 221","Raleigh","NC","27609-","Absolute Care Staffing Health Agency, Inc.","HC4270",F,"101246",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Absolute Health Care","1140 Benson Road","Garner","NC","27529-","(919)662-7877","Wake","HC","1140 Benson Road; Suite 201","Garner","NC","27529-","Absolute Health Care, Inc.","HC3821",F,"090408",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Absolute Home Health NC","5850 Farrington Place","Raleigh","NC","27609-","(919)827-0719","Wake","HC","5850 Farrington Place","Raleigh","NC","27609-","Absolute Home Health NC INC","HC4285",F,"110017",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Access Community - Based Services","P.O. Box 51266","Lafayette","LA","70505-1266","(919)977-1186","Wake","HC","1027 US 70 Highway West, Suite 219","Garner","NC","27529-2501","LHCG L, LLC","HC1044",F,"944085",F,F,T,F,T,T,F,F,T,F,F,F,F,F,T,T,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Accessible Home Health Care of Mid Carolina","8315 Six Forks Road","Raleigh","NC","27615-2103","(919)896-7679","Wake","HC","8315 Six Forks Road, Suite 101","Raleigh","NC","27615-2103","Tony Callaway and Associates Inc.","HC3937",F,"090895",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Adult & Pediatric Specialists","P. O. Box 9004","Clearwater","FL","33758-9004","(919)481-3690","Wake","HC","245 James Jackson Avenue","Cary","NC","27513-","Lincare, Inc.","HC1006",F,"944419",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Advanced Home Care, Inc.","P.O. Box 18049","Greensboro","NC","27419-8049","(919)852-0052","Wake","HC","1231 NE Maynard Road","Cary","NC","27513-4175","Advanced Home Care, Inc.","HC3706",F,"070444",F,F,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Affordable Family Care Services, Inc.","114 Wind Chime Court","Raleigh","NC","27615-","(919)676-1070","Wake","HC","114 Wind Chime Court","Raleigh","NC","27615-","Affordable Family Care Services, Inc.","HC4013",F,"100085",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Agape Healthcare Agency","P.O. Box 14963","Raleigh","NC","27620-","(919)872-5999","Wake","HC","7208 Vixen Ct","Raleigh","NC","27616-","Agape Healthcare Services","HC2274",F,"030030",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"All Time Healthcare Inc","4406 Wake Forest Road Drive, Suite","Raleigh","NC","27609-","(919)771-5152","Wake","HC","4406 Wake Forest Road Drive, Suite; 201","Raleigh","NC","27609-","All Time Health Care Inc","HC3553",F,"061262",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Allcare Home Health Agency, Inc.","8303 Six Forks Road","Raleigh","NC","27615-","(919)301-0236","Wake","HC","8303 Six Forks Road, Suite 203","Raleigh","NC","27615-","Allcare Home Health Agency, Inc.","HC4733",F,"150101",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Allied Home Health Care Services, Inc.","2113 GroundWater Place","Raleigh","NC","27610-","(919)649-2586","Wake","HC","2609 Atlantic Avenue; Suite 101-C","Raleigh","NC","27604-","Allied Home Health Care Services, Inc.","HC4079",F,"100441",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Always Best Care Senior Services","5421 Old Poole Road #105","Raleigh","NC","27610-","(919)724-4297","Wake","HC","5421 Old Poole Road #105","Raleigh","NC","27610-","Kalyani Senior Services Co.","HC4461",F,"110843",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Always Best Care Senior Services","1151 South Main Street, Suite #327","Wake Forest","NC","27587-","(919)554-2223","Wake","HC","1151 South Main Street, Suite #327","Wake Forest","NC","27587-","ZAGS Co.","HC4095",F,"100498",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Amazing Life Home Healthcare, Inc.","7404 Chapel Hill Road","Raleigh","NC","27607-","(919)649-5138","Wake","HC","7404 Chapel Hill Road, Suite N","Raleigh","NC","27607-","Amazing Life Home Healthcare, Inc.","HC4805",F,"150470",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Amazing Light Health Care Services LLC","105 Switchback Street","Knightdale","NC","27545-","(919)949-9777","Wake","HC","3515 Maitland Drive","Raleigh","NC","27610-","Amazing Light Health Care Services LLC","HC4784",F,"150292",F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"AmeriCare Home Care of RDU","1313 Ujamaa Drive","Raleigh","NC","27610-","(919)828-3800","Wake","HC","142 Mine Lake Court","Raleigh","NC","27615-","Loving Angel's Home Care, Inc.","HC3494",F,"061051",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"American Health Services","3600 Vineland Road, Suite 114","Orlando","FL","32811-","(919)380-7999","Wake","HC","101 Southcenter Court, Suite 900","Morrisville","NC","27560-","Home Medical Systems,Inc.","HC1186",F,"945219",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"American Medical Equipment & Supplies, Inc.","4909 Alpinis Drive, Suite 101","Raleigh","NC","27616-","(919)741-4464","Wake","HC","4909 Alpinis Drive, Suite 101","Raleigh","NC","27616-","Romanus Uche Ani","HC3963",F,"090996",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,T
"Amor Home Care, LLC","3801 Computer Drive","Raleigh","NC","27609-","(919)866-8831","Wake","HC","3749 Benson Drive, Suite 101","Raleigh","NC","27609-","Amor Home Care, LLC","HC4748",F,"150158",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Angels on Call Home Care Agency","6047 Tyvola Glen Circle","Charlotte","NC","28217-","(919)888-8203","Wake","HC","6047 Tyvola Glen Circle; Suite 204","Charlotte","NC","28217-","Angels on Call Home Care Agency","HC4043",F,"100197",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Apple Home Health Care Agency (AHHCA)","3605-108 Bastion Lane","Raleigh","NC","27604-","(919)492-7900","Wake","HC","3605-108 Bastion Lane","Raleigh","NC","27604-","Apple Home Health Care Agency, Inc.","HC4245",F,"101186",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Apria Healthcare LLC","26220 Enterprise Court","Lake Forest","CA","92630-","(919)380-1180","Wake","HC","2600 Perimeter Park Drive, Suite 100","Morrisville","NC","27560-8447","Apria Healthcare  LLC","HC1097",F,"924321",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Assurance Health Services, Inc.","P.O. Box 32086","Raleigh","NC","27622-","(919)571-9177","Wake","HC","3737 Glenwood Avenue; Suite 100 -117","Raleigh","NC","27612-","Assurance Health Services, Inc.","HC1768",F,"990409",F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Assured Home Healthcare, L.L.C.","8300 Falls of Neuse Road","Raleigh","NC","27615-","(919)532-4322","Wake","HC","8300 Falls of Neuse Road; Suite 110","Raleigh","NC","27615-","Assured Home Health Care, LLC","HC4231",F,"101123",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Atlantic Homecare Services","6508 Falls of Neuse Road","Raleigh","NC","27615-","(919)324-6917","Wake","HC","6508 Falls of Neuse Road; Suite 100","Raleigh","NC","27615-","Raleigh Home Healthcare, LLC","HC3927",F,"090866",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Aware Senior Care, LLC","104A Fountain Brook Circle","Cary","NC","27511-","(919)436-1871","Wake","HC","104A Fountain Brook Circle","Cary","NC","27511-","Aware Senior Care, LLC","HC4697",F,"140460",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"BAYADA Home Health Care, Inc","5505 Creedmoor Road","Raleigh","NC","27612-","(336)236-1000","Wake","HC","5505 Creedmoor Road; Suite 220-B","Raleigh","NC","27612-","BAYADA Home Health Care , Inc","HC3832",F,"090473",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"BAYADA Home Health Care, Inc.","4011 Westchase Blvd","Raleigh","NC","27607-","(919)785-2900","Wake","HC","4011 Westchase Blvd; Suite 280","Raleigh","NC","27607-","BAYADA Home Health Care, Inc.","HC2171",F,"020477",F,F,T,F,T,T,F,T,T,T,T,T,T,F,F,F,F,"","",0,0,12/31/2018,T,F,T,F,F,F,F,F,T,F
"BAYADA Home Health Care, Inc.","4011 Westchase Blvd.","Raleigh","NC","27607-","(919)785-9090","Wake","HC","4011 Westchase Blvd.; Suite 290","Raleigh","NC","27607-","BAYADA Home Health Care, Inc.","HC3820",F,"090405",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,F,"347243","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
